"color";"fold";"format";"height";"patch";"count_features";"count_samples";"model";"name";"minimum";"regions";"count_samples+patch";"width"
5;55.0;256;256;1;59;1354;"lbp";"GRAYSCALE";"lbp";"";1354.0;"/home/xandao/Documentos/pr_dataset+5/GRAYSCALE/256/lbp"
